family,j,seed,gamma_z,gamma_z1,board,label,mechanism_description,outside_density,predictor,auc,D,logloss,logloss_margin_over_N1,precision_at_32,ceiling_full,ceiling_block,regrown_share_full,regrown_share_block,M_real,n_ge,n_shuffles,n_deg,n_valid_shuffles,p_S,p_P,p_P_rowcol,lambda_ko,lambda_full,lambda_block,auc_other_59,auc_fixed_lambda1,p_P_fixed_lambda1
M0.85,3,90183,0.85,0.0,z,R,,0.14972362412881518,BF_2,0.82421875,0.9142261019499599,0.6355694043813236,0.19718550427503545,0.71875,1.0,1.0,0.6484375,0.6484375,0.333984375,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8321759259259259,0.8623046875,0.0001
M0.85,3,90183,0.85,0.0,z,R,,0.14972362412881518,BF_3,0.8115234375,0.9041667751340344,0.6410325592545072,0.19172234940185184,0.75,0.998046875,1.0,0.6254901960784314,0.623046875,0.3212890625,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8159722222222222,0.8701171875,0.0001
M0.85,3,90183,0.85,0.0,z,R,,0.14972362412881518,BF_4,0.806640625,0.9083246908933775,0.6519994949691541,0.18075541368720494,0.78125,0.994140625,1.0,0.6205533596837944,0.61328125,0.31640625,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8078703703703703,0.822265625,0.0001
M0.85,3,90183,0.85,0.0,z,R,,0.14972362412881518,N1,0.490234375,-1.1102230246251565e-16,0.832754908656359,0.0,0.53125,0.4951171875,0.5,,,0.0,99,99,0,99,1.0,0.5559,0.7249,,,,0.49710648148148145,,
M0.85,4,90184,0.85,0.0,z,R,,0.16414323479932708,rule #2.1,0.8115234375,0.8911967240030866,0.637904292070168,0.20389922424663653,0.78125,1.0,1.0,0.623046875,0.623046875,0.306640625,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.7939814814814815,0.908203125,0.0001
M0.85,4,90184,0.85,0.0,z,R,,0.16414323479932708,BF_1,0.8056640625,0.8873186742769517,0.6457790864103962,0.19602442990640834,0.78125,0.9990234375,1.0,0.6125244618395304,0.611328125,0.30078125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.7870370370370371,0.908203125,0.0001
M0.85,4,90184,0.85,0.0,z,R,,0.16414323479932708,BF_2,0.814453125,0.9383634308297826,0.6408359484219501,0.20096756789485437,0.78125,0.998046875,1.0,0.6313725490196078,0.62890625,0.3095703125,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.8043981481481481,0.8876953125,0.0001
M0.85,4,90184,0.85,0.0,z,R,,0.16414323479932708,BF_3,0.78125,0.9284435462239835,0.6503831777780006,0.1914203385388039,0.71875,0.9970703125,1.0,0.5658153241650294,0.5625,0.2763671875,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.7685185185185185,0.79296875,0.0001
M0.85,4,90184,0.85,0.0,z,R,,0.16414323479932708,BF_4,0.7822265625,0.9184062299891593,0.6527194809440995,0.18908403537270502,0.71875,0.998046875,1.0,0.5666666666666667,0.564453125,0.27734375,0,99,0,99,0.01,0.0001,0.0001,3.0,3.0,1.0,0.7673611111111112,0.8046875,0.0001
M0.85,4,90184,0.85,0.0,z,R,,0.16414323479932708,N1,0.5048828125,0.0,0.8418035163168045,0.0,0.46875,0.5,0.5,,,0.0,99,99,0,99,1.0,0.4799,0.3807,,,,0.4982638888888889,,
